timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,ctrltarget.x,ctrltarget.y,ctrltarget.z,ctrltarget.yaw,motor.m1,motor.m2,motor.m3,motor.m4
51169.62,0.056767966598272324,-0.06055758520960808,0.001571520115248859,0.009775984100997448,0.0038944135885685682,-0.0032053766772150993,0.36829501390457153,0.6437391042709351,3.598583221435547,-0.009246070869266987,0.06319065392017365,0.05664168298244476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51173.554,0.056767966598272324,-0.06055758520960808,0.001571520115248859,0.009775984100997448,0.0038944135885685682,-0.0032053766772150993,0.36829501390457153,0.6437391042709351,3.598583221435547,-0.04459695518016815,-0.10815615206956863,0.15861912071704865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51177.477,0.056866806000471115,-0.06051775440573692,0.0015400948468595743,0.009992385283112526,0.004071466159075499,-0.0030794187914580107,0.3680174946784973,0.6433624625205994,3.5954761505126953,0.01868402771651745,-0.1966000497341156,-0.21904613077640533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51181.424,0.056866806000471115,-0.06051775440573692,0.0015400948468595743,0.009992385283112526,0.004071466159075499,-0.0030794187914580107,0.3680174946784973,0.6433624625205994,3.5954761505126953,-0.059942521154880524,-0.05832641199231148,0.22228750586509705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51185.371,0.05617741495370865,-0.06086498498916626,0.001786874607205391,0.004869596101343632,0.001719302381388843,-0.0016678236424922943,0.3845605254173279,0.6828636527061462,3.563739061355591,-0.0021841919515281916,-0.040498483926057816,0.06145354360342026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51189.378,0.05622733756899834,-0.0608467273414135,0.0017708990490064025,0.005114906467497349,0.0019319553393870592,-0.0015269489958882332,0.3841114044189453,0.6832930445671082,3.560518980026245,-0.128118097782135,0.0007444446673616767,0.265468955039978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51193.32,0.05622733756899834,-0.0608467273414135,0.0017708990490064025,0.005114906467497349,0.0019319553393870592,-0.0015269489958882332,0.3841114044189453,0.6832930445671082,3.560518980026245,0.08569468557834625,0.16002626717090607,0.2682766616344452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51197.242,0.05628030374646187,-0.060826290398836136,0.001755311037413776,0.00547825638204813,0.002154771238565445,-0.001590368221513927,0.3834613263607025,0.6821426153182983,3.559157133102417,0.28530651330947876,-0.020958974957466125,0.1104927659034729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51201.192,0.05628030374646187,-0.060826290398836136,0.001755311037413776,0.00547825638204813,0.002154771238565445,-0.001590368221513927,0.3834613263607025,0.6821426153182983,3.559157133102417,0.0234634168446064,-0.06817063689231873,0.09053169190883636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51205.136,0.05554408207535744,-0.06049463897943497,0.000858168990816921,9.954125562217087e-05,0.003827239153906703,-0.00694119231775403,0.3689948618412018,0.7216604948043823,3.5486953258514404,-0.204738587141037,0.25528237223625183,-0.08546014875173569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51209.14,0.05554597079753876,-0.0604558065533638,0.0007882548961788416,0.0002782692317850888,0.003939473535865545,-0.00704127037897706,0.3696184456348419,0.7207840085029602,3.5459046363830566,-0.02066103368997574,0.08258150517940521,-0.02575460635125637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51213.079,0.05554597079753876,-0.0604558065533638,0.0007882548961788416,0.0002782692317850888,0.003939473535865545,-0.00704127037897706,0.3696184456348419,0.7207840085029602,3.5459046363830566,0.050131190568208694,-0.0035252452362328768,-0.047342654317617416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51217.004,0.05554961413145065,-0.06041540950536728,0.0007175921928137541,0.00045057348324917257,0.004140092059969902,-0.007090920116752386,0.36878716945648193,0.7189719676971436,3.541940927505493,0.09133756905794144,-0.029080357402563095,0.01884469948709011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51220.956,0.05554961413145065,-0.06041540950536728,0.0007175921928137541,0.00045057348324917257,0.004140092059969902,-0.007090920116752386,0.36878716945648193,0.7189719676971436,3.541940927505493,0.036078568547964096,-0.4037705063819885,-0.2500983476638794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51224.899,0.05554961413145065,-0.06041540950536728,0.0007175921928137541,0.00045057348324917257,0.004140092059969902,-0.007090920116752386,0.36878716945648193,0.7189719676971436,3.541940927505493,-0.05674613267183304,-0.02799711376428604,-0.09449344128370285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51228.904,0.05555468797683716,-0.06037299707531929,0.0006462060264311731,0.0005645393976010382,0.0043420130386948586,-0.007185950875282288,0.3689683973789215,0.7200446128845215,3.537155866622925,-0.02709127403795719,-0.09299018979072571,0.11737541854381561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51232.848,0.05555468797683716,-0.06037299707531929,0.0006462060264311731,0.0005645393976010382,0.0043420130386948586,-0.007185950875282288,0.3689683973789215,0.7200446128845215,3.537155866622925,-0.008280518464744091,-0.0463133379817009,0.05569128692150116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51236.771,0.05630745738744736,-0.06020747125148773,0.0012025365140289068,0.005591206252574921,0.005549105815589428,-0.003914663102477789,0.3620466887950897,0.682455837726593,3.547233819961548,-0.22508014738559723,0.05557771399617195,-0.01697901077568531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51240.715,0.05630745738744736,-0.06020747125148773,0.0012025365140289068,0.005591206252574921,0.005549105815589428,-0.003914663102477789,0.3620466887950897,0.682455837726593,3.547233819961548,-0.04683564230799675,0.3863336741924286,0.18322090804576874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51244.662,0.05627128854393959,-0.06063428893685341,0.002216279273852706,0.005210302770137787,0.002932426519691944,0.001789167639799416,0.38187694549560547,0.6867722868919373,3.6153836250305176,-0.019214197993278503,0.36317190527915955,0.2539083659648895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51248.671,0.056324198842048645,-0.06060422956943512,0.0022341469302773476,0.005372049752622843,0.0030793072655797005,0.0017846627160906792,0.3805086314678192,0.6833369731903076,3.6129648685455322,-0.05476056784391403,0.0001800526079023257,0.11541509628295898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51252.613,0.056324198842048645,-0.06060422956943512,0.0022341469302773476,0.005372049752622843,0.0030793072655797005,0.0017846627160906792,0.3805086314678192,0.6833369731903076,3.6129648685455322,0.03432308882474899,0.16252434253692627,0.004383953753858805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51256.54,0.056878574192523956,-0.06030470132827759,0.0025916362646967173,0.008188571780920029,0.004786303266882896,0.0035406830720603466,0.3677404820919037,0.6604518294334412,3.6279776096343994,0.28812742233276367,-0.3116857409477234,-0.04838752746582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51260.482,0.056878574192523956,-0.06030470132827759,0.0025916362646967173,0.008188571780920029,0.004786303266882896,0.0035406830720603466,0.3677404820919037,0.6604518294334412,3.6279776096343994,0.3781190812587738,-0.24970458447933197,0.15125879645347595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51264.426,0.056708306074142456,-0.06042192131280899,0.003276501316577196,0.007413061335682869,0.003941694274544716,0.007460937835276127,0.37390297651290894,0.6669268012046814,3.691985607147217,-0.09933583438396454,0.33831265568733215,0.049143753945827484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51268.431,0.0567825622856617,-0.06038186326622963,0.003350738203153014,0.007438636384904385,0.004069747868925333,0.007386702578514814,0.37633922696113586,0.6680904030799866,3.6889097690582275,-0.02989417314529419,0.07551708072423935,0.045622456818819046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51272.378,0.0567825622856617,-0.06038186326622963,0.003350738203153014,0.007438636384904385,0.004069747868925333,0.007386702578514814,0.37633922696113586,0.6680904030799866,3.6889097690582275,0.07160566747188568,-0.2985728681087494,-0.2441471964120865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51276.297,0.0568569079041481,-0.060340702533721924,0.003424807684496045,0.007430694531649351,0.004162125289440155,0.007427469827234745,0.37575408816337585,0.667110025882721,3.684704542160034,0.1880849152803421,-0.3079261779785156,0.28568968176841736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51280.244,0.0568569079041481,-0.060340702533721924,0.003424807684496045,0.007430694531649351,0.004162125289440155,0.007427469827234745,0.37575408816337585,0.667110025882721,3.684704542160034,-0.12913832068443298,0.3625689148902893,-0.00022137744235806167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51284.19,0.0568569079041481,-0.060340702533721924,0.003424807684496045,0.007430694531649351,0.004162125289440155,0.007427469827234745,0.37575408816337585,0.667110025882721,3.684704542160034,-0.03726089745759964,0.26036906242370605,0.03359299153089523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51288.198,0.05693266913294792,-0.06029834598302841,0.003498620120808482,0.007721889764070511,0.004308411385864019,0.0073352837935090065,0.37536367774009705,0.6661416292190552,3.68198823928833,0.08818741142749786,-0.07464311271905899,0.11852176487445831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51292.142,0.05693266913294792,-0.06029834598302841,0.003498620120808482,0.007721889764070511,0.004308411385864019,0.0073352837935090065,0.37536367774009705,0.6661416292190552,3.68198823928833,0.048977289348840714,-0.07018589973449707,0.03735177591443062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
